compound_id,target_id,target_name,assay_id,standard_type,standard_value,standard_units,pchembl_value,activity_type,source,MW,LogP,HBA,HBD
CHEMBL1001646,CHEMBL302,Cyclooxygenase-1,CHEMBL1900164,IC50,50276.5,nM,4.3,BINDING,ChEMBL,492.7,2.49,7,1
CHEMBL1001647,CHEMBL388,Tumor necrosis factor,CHEMBL1900164,IC50,84.08,nM,7.08,BINDING,ChEMBL,424.1,2.4,1,3
CHEMBL1001648,CHEMBL231,Histamine H1 receptor,CHEMBL1900164,Ki,82685.46,nM,4.08,BINDING,ChEMBL,481.7,1.18,4,4
CHEMBL1001649,CHEMBL218,Dopamine D2 receptor,CHEMBL1900164,IC50,9.25,nM,8.03,BINDING,ChEMBL,298.0,4.0,1,0
CHEMBL1001650,CHEMBL213,Serotonin 1a (5-HT1a) receptor,CHEMBL1900165,IC50,21982.6,nM,4.66,BINDING,ChEMBL,303.3,2.03,3,3
CHEMBL1001651,CHEMBL228,Beta-1 adrenergic receptor,CHEMBL1900165,EC50,305.64,nM,6.51,BINDING,ChEMBL,235.2,2.96,5,3
CHEMBL1001652,CHEMBL219,D1 dopamine receptor,CHEMBL1900165,EC50,1000000.0,nM,3.0,BINDING,ChEMBL,430.7,1.76,5,2
CHEMBL1001653,CHEMBL205,Histamine H2 receptor,CHEMBL1900165,Ki,0.83,nM,9.08,BINDING,ChEMBL,257.1,3.79,4,1
CHEMBL1001654,CHEMBL302,Cyclooxygenase-1,CHEMBL1900165,Ki,174.57,nM,6.76,BINDING,ChEMBL,484.4,2.14,1,1
CHEMBL1001655,CHEMBL388,Tumor necrosis factor,CHEMBL1900165,IC50,18992.65,nM,4.72,BINDING,ChEMBL,367.7,1.69,5,3
CHEMBL1001656,CHEMBL231,Histamine H1 receptor,CHEMBL1900165,IC50,698.58,nM,6.16,BINDING,ChEMBL,467.6,0.92,1,2
CHEMBL1001657,CHEMBL218,Dopamine D2 receptor,CHEMBL1900165,EC50,4605.91,nM,5.34,BINDING,ChEMBL,306.0,2.4,1,1
CHEMBL1001658,CHEMBL213,Serotonin 1a (5-HT1a) receptor,CHEMBL1900165,Ki,3.32,nM,8.48,BINDING,ChEMBL,490.4,2.1,4,3
CHEMBL1001659,CHEMBL228,Beta-1 adrenergic receptor,CHEMBL1900165,EC50,266.22,nM,6.57,BINDING,ChEMBL,288.3,2.38,2,1
CHEMBL1001660,CHEMBL219,D1 dopamine receptor,CHEMBL1900166,Ki,121061.58,nM,3.92,BINDING,ChEMBL,292.5,1.76,3,2
CHEMBL1001661,CHEMBL205,Histamine H2 receptor,CHEMBL1900166,Ki,672.42,nM,6.17,BINDING,ChEMBL,364.8,2.42,3,4
CHEMBL1001662,CHEMBL302,Cyclooxygenase-1,CHEMBL1900166,IC50,2.03,nM,8.69,BINDING,ChEMBL,281.5,1.35,1,3
CHEMBL1001663,CHEMBL388,Tumor necrosis factor,CHEMBL1900166,IC50,7.83,nM,8.11,BINDING,ChEMBL,438.6,4.07,3,1
CHEMBL1001664,CHEMBL231,Histamine H1 receptor,CHEMBL1900166,IC50,5.38,nM,8.27,BINDING,ChEMBL,258.1,4.71,6,3
CHEMBL1001665,CHEMBL218,Dopamine D2 receptor,CHEMBL1900166,IC50,270.15,nM,6.57,BINDING,ChEMBL,316.0,1.28,2,2
CHEMBL1001666,CHEMBL213,Serotonin 1a (5-HT1a) receptor,CHEMBL1900166,Ki,5.28,nM,8.28,BINDING,ChEMBL,228.8,2.96,0,0
CHEMBL1001667,CHEMBL228,Beta-1 adrenergic receptor,CHEMBL1900166,Ki,2.83,nM,8.55,BINDING,ChEMBL,287.0,3.08,1,2
CHEMBL1001668,CHEMBL219,D1 dopamine receptor,CHEMBL1900166,EC50,0.36,nM,9.44,BINDING,ChEMBL,221.5,2.41,5,2
CHEMBL1001669,CHEMBL205,Histamine H2 receptor,CHEMBL1900166,IC50,5176.51,nM,5.29,BINDING,ChEMBL,355.8,4.1,3,1
CHEMBL1001670,CHEMBL302,Cyclooxygenase-1,CHEMBL1900167,IC50,5.11,nM,8.29,BINDING,ChEMBL,412.7,3.04,4,4
CHEMBL1001671,CHEMBL388,Tumor necrosis factor,CHEMBL1900167,EC50,46958.25,nM,4.33,BINDING,ChEMBL,479.9,2.48,1,1
CHEMBL1001672,CHEMBL231,Histamine H1 receptor,CHEMBL1900167,EC50,11582.01,nM,4.94,BINDING,ChEMBL,360.8,2.66,4,0
CHEMBL1001673,CHEMBL218,Dopamine D2 receptor,CHEMBL1900167,Ki,22.03,nM,7.66,BINDING,ChEMBL,404.1,3.22,1,1
CHEMBL1001674,CHEMBL213,Serotonin 1a (5-HT1a) receptor,CHEMBL1900167,EC50,2200.99,nM,5.66,BINDING,ChEMBL,325.5,0.55,5,0
CHEMBL1001675,CHEMBL228,Beta-1 adrenergic receptor,CHEMBL1900167,IC50,57.89,nM,7.24,BINDING,ChEMBL,406.4,2.69,2,3
CHEMBL1001676,CHEMBL219,D1 dopamine receptor,CHEMBL1900167,IC50,1430.24,nM,5.84,BINDING,ChEMBL,456.8,2.67,5,3
CHEMBL1001677,CHEMBL205,Histamine H2 receptor,CHEMBL1900167,IC50,10609.2,nM,4.97,BINDING,ChEMBL,305.6,1.91,3,4
CHEMBL1001678,CHEMBL302,Cyclooxygenase-1,CHEMBL1900167,IC50,3674.7,nM,5.43,BINDING,ChEMBL,440.5,0.83,0,3
CHEMBL1001679,CHEMBL388,Tumor necrosis factor,CHEMBL1900167,Ki,12.87,nM,7.89,BINDING,ChEMBL,422.6,2.91,7,2
CHEMBL1001680,CHEMBL231,Histamine H1 receptor,CHEMBL1900168,IC50,61805.95,nM,4.21,BINDING,ChEMBL,224.2,2.58,4,4
CHEMBL1001681,CHEMBL218,Dopamine D2 receptor,CHEMBL1900168,IC50,80281.95,nM,4.1,BINDING,ChEMBL,347.0,2.96,5,0
CHEMBL1001682,CHEMBL213,Serotonin 1a (5-HT1a) receptor,CHEMBL1900168,IC50,11.51,nM,7.94,BINDING,ChEMBL,381.9,0.02,2,2
CHEMBL1001683,CHEMBL228,Beta-1 adrenergic receptor,CHEMBL1900168,IC50,3589.0,nM,5.45,BINDING,ChEMBL,267.1,1.35,4,2
CHEMBL1001684,CHEMBL219,D1 dopamine receptor,CHEMBL1900168,IC50,88.58,nM,7.05,BINDING,ChEMBL,181.9,-0.02,4,4
CHEMBL1001685,CHEMBL205,Histamine H2 receptor,CHEMBL1900168,IC50,534.0,nM,6.27,BINDING,ChEMBL,400.0,2.57,3,1
CHEMBL1001686,CHEMBL302,Cyclooxygenase-1,CHEMBL1900168,EC50,9501.95,nM,5.02,BINDING,ChEMBL,442.4,3.41,2,2
CHEMBL1001687,CHEMBL388,Tumor necrosis factor,CHEMBL1900168,Ki,0.03,nM,10.57,BINDING,ChEMBL,449.7,1.87,2,5
CHEMBL1001688,CHEMBL231,Histamine H1 receptor,CHEMBL1900168,EC50,48.45,nM,7.31,BINDING,ChEMBL,130.7,2.97,3,4
CHEMBL1001689,CHEMBL218,Dopamine D2 receptor,CHEMBL1900168,Ki,21416.03,nM,4.67,BINDING,ChEMBL,366.7,0.83,6,3
CHEMBL1001690,CHEMBL213,Serotonin 1a (5-HT1a) receptor,CHEMBL1900169,IC50,2028.93,nM,5.69,BINDING,ChEMBL,295.9,3.33,1,1
CHEMBL1001691,CHEMBL228,Beta-1 adrenergic receptor,CHEMBL1900169,IC50,785.04,nM,6.11,BINDING,ChEMBL,293.5,2.3,3,6
CHEMBL1001692,CHEMBL219,D1 dopamine receptor,CHEMBL1900169,Ki,2864.2,nM,5.54,BINDING,ChEMBL,308.9,2.02,1,4
CHEMBL1001693,CHEMBL205,Histamine H2 receptor,CHEMBL1900169,Ki,3035.43,nM,5.52,BINDING,ChEMBL,334.9,2.41,1,1
CHEMBL1001694,CHEMBL302,Cyclooxygenase-1,CHEMBL1900169,Ki,23.26,nM,7.63,BINDING,ChEMBL,321.8,3.49,2,2
CHEMBL1001695,CHEMBL388,Tumor necrosis factor,CHEMBL1900169,IC50,50111.39,nM,4.3,BINDING,ChEMBL,263.2,3.43,5,1
CHEMBL1001696,CHEMBL231,Histamine H1 receptor,CHEMBL1900169,IC50,6364.7,nM,5.2,BINDING,ChEMBL,389.4,1.94,4,1
CHEMBL1001697,CHEMBL218,Dopamine D2 receptor,CHEMBL1900169,IC50,347758.0,nM,3.46,BINDING,ChEMBL,314.7,1.51,2,2
CHEMBL1001698,CHEMBL213,Serotonin 1a (5-HT1a) receptor,CHEMBL1900169,IC50,4859.45,nM,5.31,BINDING,ChEMBL,311.7,3.94,3,6
CHEMBL1001699,CHEMBL228,Beta-1 adrenergic receptor,CHEMBL1900169,IC50,17067.88,nM,4.77,BINDING,ChEMBL,438.7,1.13,3,3
CHEMBL1001700,CHEMBL219,D1 dopamine receptor,CHEMBL1900170,Ki,9.36,nM,8.03,BINDING,ChEMBL,266.0,2.82,6,1
CHEMBL1001701,CHEMBL205,Histamine H2 receptor,CHEMBL1900170,IC50,297.61,nM,6.53,BINDING,ChEMBL,290.1,2.01,1,1
CHEMBL1001702,CHEMBL302,Cyclooxygenase-1,CHEMBL1900170,IC50,1104.65,nM,5.96,BINDING,ChEMBL,198.8,3.48,6,2
CHEMBL1001703,CHEMBL388,Tumor necrosis factor,CHEMBL1900170,EC50,1543.86,nM,5.81,BINDING,ChEMBL,498.7,1.58,2,6
CHEMBL1001704,CHEMBL231,Histamine H1 receptor,CHEMBL1900170,IC50,5049.61,nM,5.3,BINDING,ChEMBL,561.9,3.3,4,1
CHEMBL1001705,CHEMBL218,Dopamine D2 receptor,CHEMBL1900170,IC50,8.29,nM,8.08,BINDING,ChEMBL,421.4,2.21,2,1
CHEMBL1001706,CHEMBL213,Serotonin 1a (5-HT1a) receptor,CHEMBL1900170,Ki,3675.91,nM,5.43,BINDING,ChEMBL,403.9,0.38,2,3
CHEMBL1001707,CHEMBL228,Beta-1 adrenergic receptor,CHEMBL1900170,EC50,56.13,nM,7.25,BINDING,ChEMBL,368.5,2.87,3,1
CHEMBL1001708,CHEMBL219,D1 dopamine receptor,CHEMBL1900170,Ki,15319.9,nM,4.81,BINDING,ChEMBL,237.4,2.12,3,3
CHEMBL1001709,CHEMBL205,Histamine H2 receptor,CHEMBL1900170,EC50,223.87,nM,6.65,BINDING,ChEMBL,437.7,2.9,1,2
CHEMBL1001710,CHEMBL302,Cyclooxygenase-1,CHEMBL1900171,Ki,119359.95,nM,3.92,BINDING,ChEMBL,269.8,1.71,3,3
CHEMBL1001711,CHEMBL388,Tumor necrosis factor,CHEMBL1900171,Ki,62.05,nM,7.21,BINDING,ChEMBL,507.4,1.07,2,2
CHEMBL1001712,CHEMBL231,Histamine H1 receptor,CHEMBL1900171,Ki,212.67,nM,6.67,BINDING,ChEMBL,290.3,3.5,2,3
CHEMBL1001713,CHEMBL218,Dopamine D2 receptor,CHEMBL1900171,IC50,6224.12,nM,5.21,BINDING,ChEMBL,397.4,2.48,4,1
CHEMBL1001714,CHEMBL213,Serotonin 1a (5-HT1a) receptor,CHEMBL1900171,Ki,1000000.0,nM,3.0,BINDING,ChEMBL,357.3,0.14,1,2
CHEMBL1001715,CHEMBL228,Beta-1 adrenergic receptor,CHEMBL1900171,IC50,9048.2,nM,5.04,BINDING,ChEMBL,453.1,3.51,2,4
CHEMBL1001716,CHEMBL219,D1 dopamine receptor,CHEMBL1900171,Ki,23485.57,nM,4.63,BINDING,ChEMBL,306.0,1.61,3,0
CHEMBL1001717,CHEMBL205,Histamine H2 receptor,CHEMBL1900171,Ki,1515.01,nM,5.82,BINDING,ChEMBL,284.6,3.81,3,4
CHEMBL1001718,CHEMBL302,Cyclooxygenase-1,CHEMBL1900171,IC50,35962.05,nM,4.44,BINDING,ChEMBL,359.8,1.88,4,2
CHEMBL1001719,CHEMBL388,Tumor necrosis factor,CHEMBL1900171,Ki,750.46,nM,6.12,BINDING,ChEMBL,373.2,0.79,5,1
CHEMBL1001720,CHEMBL231,Histamine H1 receptor,CHEMBL1900172,EC50,7829.45,nM,5.11,BINDING,ChEMBL,372.5,2.39,2,2
CHEMBL1001721,CHEMBL218,Dopamine D2 receptor,CHEMBL1900172,EC50,681.78,nM,6.17,BINDING,ChEMBL,229.6,2.19,2,0
CHEMBL1001722,CHEMBL213,Serotonin 1a (5-HT1a) receptor,CHEMBL1900172,IC50,192041.34,nM,3.72,BINDING,ChEMBL,290.3,3.89,3,3
CHEMBL1001723,CHEMBL228,Beta-1 adrenergic receptor,CHEMBL1900172,IC50,2.68,nM,8.57,BINDING,ChEMBL,356.3,2.91,3,6
CHEMBL1001724,CHEMBL219,D1 dopamine receptor,CHEMBL1900172,Ki,28371.2,nM,4.55,BINDING,ChEMBL,417.7,3.09,4,4
CHEMBL1001725,CHEMBL205,Histamine H2 receptor,CHEMBL1900172,Ki,5490.51,nM,5.26,BINDING,ChEMBL,288.8,2.63,4,3
CHEMBL1001726,CHEMBL302,Cyclooxygenase-1,CHEMBL1900172,Ki,373.24,nM,6.43,BINDING,ChEMBL,448.2,3.85,1,1
CHEMBL1001727,CHEMBL388,Tumor necrosis factor,CHEMBL1900172,EC50,10409.16,nM,4.98,BINDING,ChEMBL,289.7,3.83,5,2
CHEMBL1001728,CHEMBL231,Histamine H1 receptor,CHEMBL1900172,IC50,20958.07,nM,4.68,BINDING,ChEMBL,341.4,3.02,4,1
CHEMBL1001729,CHEMBL218,Dopamine D2 receptor,CHEMBL1900172,IC50,582686.14,nM,3.23,BINDING,ChEMBL,342.7,3.56,3,1
CHEMBL1001730,CHEMBL213,Serotonin 1a (5-HT1a) receptor,CHEMBL1900173,IC50,82742.67,nM,4.08,BINDING,ChEMBL,251.0,2.32,2,2
CHEMBL1001731,CHEMBL228,Beta-1 adrenergic receptor,CHEMBL1900173,IC50,218680.23,nM,3.66,BINDING,ChEMBL,271.9,0.34,3,2
CHEMBL1001732,CHEMBL219,D1 dopamine receptor,CHEMBL1900173,EC50,5.28,nM,8.28,BINDING,ChEMBL,423.0,2.88,0,1
CHEMBL1001733,CHEMBL205,Histamine H2 receptor,CHEMBL1900173,IC50,2597.3,nM,5.59,BINDING,ChEMBL,340.0,4.99,2,2
CHEMBL1001734,CHEMBL302,Cyclooxygenase-1,CHEMBL1900173,IC50,1512.89,nM,5.82,BINDING,ChEMBL,327.1,1.16,3,2
CHEMBL1001735,CHEMBL388,Tumor necrosis factor,CHEMBL1900173,IC50,608.39,nM,6.22,BINDING,ChEMBL,257.5,3.39,4,3
CHEMBL1001736,CHEMBL231,Histamine H1 receptor,CHEMBL1900173,Ki,360.29,nM,6.44,BINDING,ChEMBL,312.9,2.99,3,5
CHEMBL1001737,CHEMBL218,Dopamine D2 receptor,CHEMBL1900173,IC50,9033.78,nM,5.04,BINDING,ChEMBL,355.0,2.05,2,4
CHEMBL1001738,CHEMBL213,Serotonin 1a (5-HT1a) receptor,CHEMBL1900173,IC50,730.28,nM,6.14,BINDING,ChEMBL,412.7,3.36,7,1
CHEMBL1001739,CHEMBL228,Beta-1 adrenergic receptor,CHEMBL1900173,EC50,5247.84,nM,5.28,BINDING,ChEMBL,407.4,1.82,7,3
CHEMBL1001740,CHEMBL219,D1 dopamine receptor,CHEMBL1900174,Ki,1.64,nM,8.78,BINDING,ChEMBL,418.9,3.33,2,2
CHEMBL1001741,CHEMBL205,Histamine H2 receptor,CHEMBL1900174,IC50,46439.17,nM,4.33,BINDING,ChEMBL,308.9,2.17,2,1
CHEMBL1001742,CHEMBL302,Cyclooxygenase-1,CHEMBL1900174,IC50,5.49,nM,8.26,BINDING,ChEMBL,425.9,1.73,2,1
CHEMBL1001743,CHEMBL388,Tumor necrosis factor,CHEMBL1900174,IC50,126918.1,nM,3.9,BINDING,ChEMBL,419.4,4.22,3,1
CHEMBL1001744,CHEMBL231,Histamine H1 receptor,CHEMBL1900174,EC50,70.17,nM,7.15,BINDING,ChEMBL,323.8,2.92,5,2
CHEMBL1001745,CHEMBL218,Dopamine D2 receptor,CHEMBL1900174,Ki,6.22,nM,8.21,BINDING,ChEMBL,317.5,3.23,2,0
CHEMBL1001746,CHEMBL213,Serotonin 1a (5-HT1a) receptor,CHEMBL1900174,Ki,7741.77,nM,5.11,BINDING,ChEMBL,356.8,2.85,6,0
CHEMBL1001747,CHEMBL228,Beta-1 adrenergic receptor,CHEMBL1900174,Ki,1218.52,nM,5.91,BINDING,ChEMBL,244.4,3.74,2,5
CHEMBL1001748,CHEMBL219,D1 dopamine receptor,CHEMBL1900174,Ki,2144.53,nM,5.67,BINDING,ChEMBL,442.3,2.35,2,1
CHEMBL1001749,CHEMBL205,Histamine H2 receptor,CHEMBL1900174,Ki,65037.62,nM,4.19,BINDING,ChEMBL,256.3,3.72,4,0
CHEMBL1001750,CHEMBL302,Cyclooxygenase-1,CHEMBL1900175,IC50,504.34,nM,6.3,BINDING,ChEMBL,446.0,2.17,5,1
CHEMBL1001751,CHEMBL388,Tumor necrosis factor,CHEMBL1900175,IC50,20535.37,nM,4.69,BINDING,ChEMBL,326.5,3.33,2,1
CHEMBL1001752,CHEMBL231,Histamine H1 receptor,CHEMBL1900175,IC50,298.51,nM,6.53,BINDING,ChEMBL,337.1,2.42,6,4
CHEMBL1001753,CHEMBL218,Dopamine D2 receptor,CHEMBL1900175,EC50,7512.66,nM,5.12,BINDING,ChEMBL,341.0,3.64,5,3
CHEMBL1001754,CHEMBL213,Serotonin 1a (5-HT1a) receptor,CHEMBL1900175,EC50,31355.56,nM,4.5,BINDING,ChEMBL,402.5,2.2,1,1
CHEMBL1001755,CHEMBL228,Beta-1 adrenergic receptor,CHEMBL1900175,Ki,423.59,nM,6.37,BINDING,ChEMBL,348.4,0.18,4,1
CHEMBL1001756,CHEMBL219,D1 dopamine receptor,CHEMBL1900175,IC50,0.36,nM,9.44,BINDING,ChEMBL,370.1,1.53,1,1
CHEMBL1001757,CHEMBL205,Histamine H2 receptor,CHEMBL1900175,EC50,149.37,nM,6.83,BINDING,ChEMBL,280.2,2.3,3,3
CHEMBL1001758,CHEMBL302,Cyclooxygenase-1,CHEMBL1900175,Ki,0.23,nM,9.65,BINDING,ChEMBL,391.6,-0.92,3,3
CHEMBL1001759,CHEMBL388,Tumor necrosis factor,CHEMBL1900175,IC50,28163.9,nM,4.55,BINDING,ChEMBL,383.0,3.12,3,0
CHEMBL1001760,CHEMBL231,Histamine H1 receptor,CHEMBL1900176,IC50,31461.14,nM,4.5,BINDING,ChEMBL,322.9,2.85,8,2
CHEMBL1001761,CHEMBL218,Dopamine D2 receptor,CHEMBL1900176,Ki,302875.45,nM,3.52,BINDING,ChEMBL,446.3,1.95,1,2
CHEMBL1001762,CHEMBL213,Serotonin 1a (5-HT1a) receptor,CHEMBL1900176,IC50,478.46,nM,6.32,BINDING,ChEMBL,360.2,0.93,0,1
CHEMBL1001763,CHEMBL228,Beta-1 adrenergic receptor,CHEMBL1900176,IC50,0.11,nM,9.98,BINDING,ChEMBL,271.6,1.54,3,0
CHEMBL1001764,CHEMBL219,D1 dopamine receptor,CHEMBL1900176,IC50,0.31,nM,9.51,BINDING,ChEMBL,276.9,0.69,3,1
CHEMBL1001765,CHEMBL205,Histamine H2 receptor,CHEMBL1900176,Ki,4752.68,nM,5.32,BINDING,ChEMBL,480.4,1.71,3,2
CHEMBL1001766,CHEMBL302,Cyclooxygenase-1,CHEMBL1900176,IC50,85918.1,nM,4.07,BINDING,ChEMBL,326.8,4.55,5,1
CHEMBL1001767,CHEMBL388,Tumor necrosis factor,CHEMBL1900176,Ki,50.68,nM,7.3,BINDING,ChEMBL,286.3,1.67,8,6
CHEMBL1001768,CHEMBL231,Histamine H1 receptor,CHEMBL1900176,IC50,362.44,nM,6.44,BINDING,ChEMBL,239.8,0.64,5,1
CHEMBL1001769,CHEMBL218,Dopamine D2 receptor,CHEMBL1900176,Ki,534217.19,nM,3.27,BINDING,ChEMBL,300.3,2.39,2,4
CHEMBL1001770,CHEMBL213,Serotonin 1a (5-HT1a) receptor,CHEMBL1900177,EC50,117.47,nM,6.93,BINDING,ChEMBL,275.1,1.53,2,2
CHEMBL1001771,CHEMBL228,Beta-1 adrenergic receptor,CHEMBL1900177,Ki,1.44,nM,8.84,BINDING,ChEMBL,532.3,2.24,2,2
CHEMBL1001772,CHEMBL219,D1 dopamine receptor,CHEMBL1900177,EC50,1353.18,nM,5.87,BINDING,ChEMBL,416.6,3.16,1,0
CHEMBL1001773,CHEMBL205,Histamine H2 receptor,CHEMBL1900177,IC50,2281.93,nM,5.64,BINDING,ChEMBL,324.0,2.18,2,1
CHEMBL1001774,CHEMBL302,Cyclooxygenase-1,CHEMBL1900177,IC50,2513.94,nM,5.6,BINDING,ChEMBL,372.8,1.22,2,1
CHEMBL1001775,CHEMBL388,Tumor necrosis factor,CHEMBL1900177,EC50,9445.11,nM,5.02,BINDING,ChEMBL,343.3,0.48,2,0
CHEMBL1001776,CHEMBL231,Histamine H1 receptor,CHEMBL1900177,IC50,1792.16,nM,5.75,BINDING,ChEMBL,378.1,3.16,3,1
CHEMBL1001777,CHEMBL218,Dopamine D2 receptor,CHEMBL1900177,IC50,548356.38,nM,3.26,BINDING,ChEMBL,377.2,0.64,3,3
CHEMBL1001778,CHEMBL213,Serotonin 1a (5-HT1a) receptor,CHEMBL1900177,Ki,30.67,nM,7.51,BINDING,ChEMBL,342.9,0.19,5,3
CHEMBL1001779,CHEMBL228,Beta-1 adrenergic receptor,CHEMBL1900177,Ki,64737.24,nM,4.19,BINDING,ChEMBL,264.8,1.48,0,1
CHEMBL1001780,CHEMBL219,D1 dopamine receptor,CHEMBL1900178,IC50,2377.61,nM,5.62,BINDING,ChEMBL,215.3,3.21,5,3
CHEMBL1001781,CHEMBL205,Histamine H2 receptor,CHEMBL1900178,EC50,4543.02,nM,5.34,BINDING,ChEMBL,386.6,2.67,1,3
CHEMBL1001782,CHEMBL302,Cyclooxygenase-1,CHEMBL1900178,Ki,22764.8,nM,4.64,BINDING,ChEMBL,352.8,3.6,1,0
CHEMBL1001783,CHEMBL388,Tumor necrosis factor,CHEMBL1900178,EC50,236.58,nM,6.63,BINDING,ChEMBL,397.0,1.17,3,1
CHEMBL1001784,CHEMBL231,Histamine H1 receptor,CHEMBL1900178,IC50,1373.73,nM,5.86,BINDING,ChEMBL,234.6,2.85,6,0
CHEMBL1001785,CHEMBL218,Dopamine D2 receptor,CHEMBL1900178,IC50,325520.73,nM,3.49,BINDING,ChEMBL,293.1,5.42,2,3
CHEMBL1001786,CHEMBL213,Serotonin 1a (5-HT1a) receptor,CHEMBL1900178,Ki,4419.2,nM,5.35,BINDING,ChEMBL,214.3,3.07,4,2
CHEMBL1001787,CHEMBL228,Beta-1 adrenergic receptor,CHEMBL1900178,Ki,0.37,nM,9.43,BINDING,ChEMBL,453.4,0.82,9,3
CHEMBL1001788,CHEMBL219,D1 dopamine receptor,CHEMBL1900178,EC50,167165.24,nM,3.78,BINDING,ChEMBL,431.7,2.91,3,2
CHEMBL1001789,CHEMBL205,Histamine H2 receptor,CHEMBL1900178,IC50,347.75,nM,6.46,BINDING,ChEMBL,179.2,2.08,1,1
CHEMBL1001790,CHEMBL302,Cyclooxygenase-1,CHEMBL1900179,Ki,2831.47,nM,5.55,BINDING,ChEMBL,355.2,3.79,4,4
CHEMBL1001791,CHEMBL388,Tumor necrosis factor,CHEMBL1900179,Ki,26.26,nM,7.58,BINDING,ChEMBL,463.1,4.47,1,1
CHEMBL1001792,CHEMBL231,Histamine H1 receptor,CHEMBL1900179,EC50,2828.34,nM,5.55,BINDING,ChEMBL,354.4,3.27,5,2
CHEMBL1001793,CHEMBL218,Dopamine D2 receptor,CHEMBL1900179,Ki,327.01,nM,6.49,BINDING,ChEMBL,253.9,1.49,0,5
CHEMBL1001794,CHEMBL213,Serotonin 1a (5-HT1a) receptor,CHEMBL1900179,IC50,401.92,nM,6.4,BINDING,ChEMBL,158.2,2.06,5,2
CHEMBL1001795,CHEMBL228,Beta-1 adrenergic receptor,CHEMBL1900179,Ki,32310.65,nM,4.49,BINDING,ChEMBL,394.2,3.18,3,1
CHEMBL1001796,CHEMBL219,D1 dopamine receptor,CHEMBL1900179,IC50,986787.63,nM,3.01,BINDING,ChEMBL,407.5,0.9,1,3
CHEMBL1001797,CHEMBL205,Histamine H2 receptor,CHEMBL1900179,EC50,226.82,nM,6.64,BINDING,ChEMBL,473.1,2.35,4,3
CHEMBL1001798,CHEMBL302,Cyclooxygenase-1,CHEMBL1900179,IC50,44253.13,nM,4.35,BINDING,ChEMBL,282.4,2.28,2,1
CHEMBL1001799,CHEMBL388,Tumor necrosis factor,CHEMBL1900179,EC50,118.97,nM,6.92,BINDING,ChEMBL,433.4,3.21,0,2
CHEMBL1001800,CHEMBL231,Histamine H1 receptor,CHEMBL1900180,Ki,730.15,nM,6.14,BINDING,ChEMBL,251.3,2.8,2,2
CHEMBL1001801,CHEMBL218,Dopamine D2 receptor,CHEMBL1900180,IC50,706.79,nM,6.15,BINDING,ChEMBL,354.9,0.46,3,0
CHEMBL1001802,CHEMBL213,Serotonin 1a (5-HT1a) receptor,CHEMBL1900180,Ki,465.12,nM,6.33,BINDING,ChEMBL,312.1,2.39,3,2
CHEMBL1001803,CHEMBL228,Beta-1 adrenergic receptor,CHEMBL1900180,IC50,106.12,nM,6.97,BINDING,ChEMBL,335.8,2.8,4,2
CHEMBL1001804,CHEMBL219,D1 dopamine receptor,CHEMBL1900180,Ki,875.08,nM,6.06,BINDING,ChEMBL,320.1,1.8,2,1
CHEMBL1001805,CHEMBL205,Histamine H2 receptor,CHEMBL1900180,Ki,2.39,nM,8.62,BINDING,ChEMBL,307.2,2.39,4,4
CHEMBL1001806,CHEMBL302,Cyclooxygenase-1,CHEMBL1900180,Ki,0.35,nM,9.46,BINDING,ChEMBL,429.6,1.09,1,3
CHEMBL1001807,CHEMBL388,Tumor necrosis factor,CHEMBL1900180,Ki,1980.31,nM,5.7,BINDING,ChEMBL,196.0,3.23,3,4
CHEMBL1001808,CHEMBL231,Histamine H1 receptor,CHEMBL1900180,IC50,227.45,nM,6.64,BINDING,ChEMBL,487.1,0.56,2,2
CHEMBL1001809,CHEMBL218,Dopamine D2 receptor,CHEMBL1900180,IC50,194132.93,nM,3.71,BINDING,ChEMBL,331.5,5.1,3,3
CHEMBL1001810,CHEMBL213,Serotonin 1a (5-HT1a) receptor,CHEMBL1900181,EC50,0.11,nM,9.96,BINDING,ChEMBL,527.1,2.75,1,2
CHEMBL1001811,CHEMBL228,Beta-1 adrenergic receptor,CHEMBL1900181,Ki,4704.05,nM,5.33,BINDING,ChEMBL,450.0,2.09,2,7
CHEMBL1001812,CHEMBL219,D1 dopamine receptor,CHEMBL1900181,Ki,109.51,nM,6.96,BINDING,ChEMBL,136.2,1.2,2,1
CHEMBL1001813,CHEMBL205,Histamine H2 receptor,CHEMBL1900181,Ki,21484.43,nM,4.67,BINDING,ChEMBL,372.2,2.41,3,4
CHEMBL1001814,CHEMBL302,Cyclooxygenase-1,CHEMBL1900181,Ki,910.97,nM,6.04,BINDING,ChEMBL,211.6,0.4,3,2
CHEMBL1001815,CHEMBL388,Tumor necrosis factor,CHEMBL1900181,IC50,131.53,nM,6.88,BINDING,ChEMBL,316.1,3.47,0,1
CHEMBL1001816,CHEMBL231,Histamine H1 receptor,CHEMBL1900181,EC50,1479.55,nM,5.83,BINDING,ChEMBL,118.5,3.93,3,2
CHEMBL1001817,CHEMBL218,Dopamine D2 receptor,CHEMBL1900181,EC50,8.3,nM,8.08,BINDING,ChEMBL,444.3,4.1,4,1
CHEMBL1001818,CHEMBL213,Serotonin 1a (5-HT1a) receptor,CHEMBL1900181,IC50,618727.36,nM,3.21,BINDING,ChEMBL,306.3,1.88,5,1
